market,year,production_qbtu,consumption_qbtu,net_petroleum_position,petroleum_surplus,production_series_id,consumption_series_id
MYS,2015,1.4119019440801446,1.38734191,0.017702942514109317,1,INTL.4415-1-MYS-QBTU.A,INTL.4415-2-MYS-QBTU.A
MYS,2016,1.4792182503946556,1.39891539,0.05740365783998961,1,INTL.4415-1-MYS-QBTU.A,INTL.4415-2-MYS-QBTU.A
MYS,2017,1.4591671967241207,1.4107573844699999,0.03431476793035367,1,INTL.4415-1-MYS-QBTU.A,INTL.4415-2-MYS-QBTU.A
MYS,2018,1.4487251974786604,1.44090584,0.005426695667123015,1,INTL.4415-1-MYS-QBTU.A,INTL.4415-2-MYS-QBTU.A
MYS,2019,1.3484494402261198,1.54879935,-0.12935820884343743,0,INTL.4415-1-MYS-QBTU.A,INTL.4415-2-MYS-QBTU.A
MYS,2020,1.2375050468195405,1.23599822,0.001219117305476879,1,INTL.4415-1-MYS-QBTU.A,INTL.4415-2-MYS-QBTU.A
MYS,2021,1.1316499106135292,1.13924434,-0.006666198917846653,0,INTL.4415-1-MYS-QBTU.A,INTL.4415-2-MYS-QBTU.A
MYS,2022,1.1233759719793555,1.22052686,-0.0795975010501978,0,INTL.4415-1-MYS-QBTU.A,INTL.4415-2-MYS-QBTU.A
MYS,2023,1.1120986009168177,1.408159512,-0.2102467146372422,0,INTL.4415-1-MYS-QBTU.A,INTL.4415-2-MYS-QBTU.A
MYS,2024,1.0610591761166475,1.457647533,-0.27207424833843735,0,INTL.4415-1-MYS-QBTU.A,INTL.4415-2-MYS-QBTU.A
NLD,1980,0.0,1.710336666,-1.0,0,INTL.4415-1-NLD-QBTU.A,INTL.4415-2-NLD-QBTU.A
NLD,1981,0.0,1.56848749,-1.0,0,INTL.4415-1-NLD-QBTU.A,INTL.4415-2-NLD-QBTU.A
NLD,1982,0.0,1.37859113,-1.0,0,INTL.4415-1-NLD-QBTU.A,INTL.4415-2-NLD-QBTU.A
NLD,1983,0.0,1.30812642,-1.0,0,INTL.4415-1-NLD-QBTU.A,INTL.4415-2-NLD-QBTU.A
NLD,1984,0.1307186885245891,1.202532001370652,-0.8912971227579847,0,INTL.4415-1-NLD-QBTU.A,INTL.4415-2-NLD-QBTU.A
NLD,1985,0.16182947368421038,1.242817364304025,-0.8697882099717569,0,INTL.4415-1-NLD-QBTU.A,INTL.4415-2-NLD-QBTU.A
NLD,1986,0.20228709677419485,1.38646972996662,-0.8540991610548433,0,INTL.4415-1-NLD-QBTU.A,INTL.4415-2-NLD-QBTU.A
NLD,1987,0.1888068965517242,1.41530624681683,-0.8665964366536427,0,INTL.4415-1-NLD-QBTU.A,INTL.4415-2-NLD-QBTU.A
NLD,1988,0.17128623376623509,1.502310064966998,-0.885984765887861,0,INTL.4415-1-NLD-QBTU.A,INTL.4415-2-NLD-QBTU.A
NLD,1989,0.16297814341054687,1.482635179576665,-0.890075356597783,0,INTL.4415-1-NLD-QBTU.A,INTL.4415-2-NLD-QBTU.A
NLD,1990,0.17028938032538618,1.644167213226185,-0.8964281862845055,0,INTL.4415-1-NLD-QBTU.A,INTL.4415-2-NLD-QBTU.A
NLD,1991,0.15729239971634484,1.64854149755504,-0.9045869333895289,0,INTL.4415-1-NLD-QBTU.A,INTL.4415-2-NLD-QBTU.A
NLD,1992,0.14160628783748588,1.675060445169582,-0.9154619833297121,0,INTL.4415-1-NLD-QBTU.A,INTL.4415-2-NLD-QBTU.A
NLD,1993,0.1376967015381458,1.67393622415991,-0.9177407719895356,0,INTL.4415-1-NLD-QBTU.A,INTL.4415-2-NLD-QBTU.A
NLD,1994,0.1876309335984683,1.727889784370245,-0.8914103577116447,0,INTL.4415-1-NLD-QBTU.A,INTL.4415-2-NLD-QBTU.A
NLD,1995,0.14682633125307024,1.746974294020165,-0.9159539257356838,0,INTL.4415-1-NLD-QBTU.A,INTL.4415-2-NLD-QBTU.A
NLD,1996,0.12810527688907888,1.786396164967494,-0.9282884281766189,0,INTL.4415-1-NLD-QBTU.A,INTL.4415-2-NLD-QBTU.A
NLD,1997,0.12147871783727271,1.845847390922245,-0.9341881032881174,0,INTL.4415-1-NLD-QBTU.A,INTL.4415-2-NLD-QBTU.A
NLD,1998,0.10925204739479158,1.857843896928075,-0.9411941726775653,0,INTL.4415-1-NLD-QBTU.A,INTL.4415-2-NLD-QBTU.A
NLD,1999,0.10330874270103665,1.89649871252349,-0.945526594867247,0,INTL.4415-1-NLD-QBTU.A,INTL.4415-2-NLD-QBTU.A
NLD,2000,0.09565595470842429,1.938717562555704,-0.9506601907591292,0,INTL.4415-1-NLD-QBTU.A,INTL.4415-2-NLD-QBTU.A
NLD,2001,0.09306477919317341,2.00327647007683,-0.9535437167144463,0,INTL.4415-1-NLD-QBTU.A,INTL.4415-2-NLD-QBTU.A
NLD,2002,0.12869785698751052,2.065128082968935,-0.9376804479834064,0,INTL.4415-1-NLD-QBTU.A,INTL.4415-2-NLD-QBTU.A
NLD,2003,0.12875911899771642,2.11348030980121,-0.9390772090941186,0,INTL.4415-1-NLD-QBTU.A,INTL.4415-2-NLD-QBTU.A
NLD,2004,0.1205460396440562,2.166868565358114,-0.944368550279775,0,INTL.4415-1-NLD-QBTU.A,INTL.4415-2-NLD-QBTU.A
NLD,2005,0.09337092595525846,2.218057538439355,-0.9579041912407038,0,INTL.4415-1-NLD-QBTU.A,INTL.4415-2-NLD-QBTU.A
NLD,2006,0.08346852882465108,2.274654244692245,-0.9633049598551431,0,INTL.4415-1-NLD-QBTU.A,INTL.4415-2-NLD-QBTU.A
NLD,2007,0.10883451159543543,2.29459241939685,-0.952569131373648,0,INTL.4415-1-NLD-QBTU.A,INTL.4415-2-NLD-QBTU.A
NLD,2008,0.09140358032488881,2.198548764985428,-0.9584254933160445,0,INTL.4415-1-NLD-QBTU.A,INTL.4415-2-NLD-QBTU.A
NLD,2009,0.07140789619260565,2.076421717539175,-0.9656101187974314,0,INTL.4415-1-NLD-QBTU.A,INTL.4415-2-NLD-QBTU.A
NLD,2010,0.05972327405052905,2.08657406164178,-0.971377352403424,0,INTL.4415-1-NLD-QBTU.A,INTL.4415-2-NLD-QBTU.A
NLD,2011,0.06443471516088321,2.09702544347108,-0.9692732792720777,0,INTL.4415-1-NLD-QBTU.A,INTL.4415-2-NLD-QBTU.A
NLD,2012,0.05994229920346356,2.04909312597231,-0.9707469131374786,0,INTL.4415-1-NLD-QBTU.A,INTL.4415-2-NLD-QBTU.A
NLD,2013,0.06299227669938297,1.960867092821185,-0.9678752951028654,0,INTL.4415-1-NLD-QBTU.A,INTL.4415-2-NLD-QBTU.A
NLD,2014,0.07944416581527267,1.925901037974085,-0.9587496116109671,0,INTL.4415-1-NLD-QBTU.A,INTL.4415-2-NLD-QBTU.A
NLD,2015,0.07564884113583185,1.884225415405185,-0.9598514909536107,0,INTL.4415-1-NLD-QBTU.A,INTL.4415-2-NLD-QBTU.A
NLD,2016,0.05031085480746607,1.934953091338194,-0.9739989279157814,0,INTL.4415-1-NLD-QBTU.A,INTL.4415-2-NLD-QBTU.A
NLD,2017,0.04010983895203724,1.95353384483796,-0.9794680603778512,0,INTL.4415-1-NLD-QBTU.A,INTL.4415-2-NLD-QBTU.A
NLD,2018,0.037756874392606124,1.9090498881265,-0.9802221646341259,0,INTL.4415-1-NLD-QBTU.A,INTL.4415-2-NLD-QBTU.A
NLD,2019,0.045587612103147185,1.86340113401556,-0.9755352665236886,0,INTL.4415-1-NLD-QBTU.A,INTL.4415-2-NLD-QBTU.A
NLD,2020,0.07787191566315439,1.784987081480682,-0.956373961206174,0,INTL.4415-1-NLD-QBTU.A,INTL.4415-2-NLD-QBTU.A
NLD,2021,0.07710961375503946,1.773907910054795,-0.9565312193953418,0,INTL.4415-1-NLD-QBTU.A,INTL.4415-2-NLD-QBTU.A
NLD,2022,0.06954144263553551,1.74968687922565,-0.9602549213455198,0,INTL.4415-1-NLD-QBTU.A,INTL.4415-2-NLD-QBTU.A
NLD,2023,0.06272952916908196,1.757636371366545,-0.964310291826568,0,INTL.4415-1-NLD-QBTU.A,INTL.4415-2-NLD-QBTU.A
NLD,2024,0.057300387477700554,1.684766350043598,-0.9659891192175,0,INTL.4415-1-NLD-QBTU.A,INTL.4415-2-NLD-QBTU.A
NOR,1980,0.0,0.4236999,-1.0,0,INTL.4415-1-NOR-QBTU.A,INTL.4415-2-NOR-QBTU.A
NOR,1981,0.0,0.388223855,-1.0,0,INTL.4415-1-NOR-QBTU.A,INTL.4415-2-NOR-QBTU.A
NOR,1982,0.0,0.35113073,-1.0,0,INTL.4415-1-NOR-QBTU.A,INTL.4415-2-NOR-QBTU.A
NOR,1983,0.0,0.344948725,-1.0,0,INTL.4415-1-NOR-QBTU.A,INTL.4415-2-NOR-QBTU.A
NOR,1984,1.5282906995972518,0.37714801383354,3.052230539577456,1,INTL.4415-1-NOR-QBTU.A,INTL.4415-2-NOR-QBTU.A
NOR,1985,1.6653824913594297,0.392685319143045,3.24101032092003,1,INTL.4415-1-NOR-QBTU.A,INTL.4415-2-NOR-QBTU.A
NOR,1986,1.8259169565321924,0.406192427656795,3.4952018605205715,1,INTL.4415-1-NOR-QBTU.A,INTL.4415-2-NOR-QBTU.A
NOR,1987,2.1230466854134153,0.40442631073101,4.24952662346809,1,INTL.4415-1-NOR-QBTU.A,INTL.4415-2-NOR-QBTU.A
NOR,1988,2.415917835041978,0.390245533876548,5.190763571444844,1,INTL.4415-1-NOR-QBTU.A,INTL.4415-2-NOR-QBTU.A
NOR,1989,3.1713003346595174,0.37888896274353,7.369999251749571,1,INTL.4415-1-NOR-QBTU.A,INTL.4415-2-NOR-QBTU.A
NOR,1990,3.478598660559117,0.399907547970355,7.698507137997266,1,INTL.4415-1-NOR-QBTU.A,INTL.4415-2-NOR-QBTU.A
NOR,1991,3.9671439256051237,0.37921444099613,9.46147903857282,1,INTL.4415-1-NOR-QBTU.A,INTL.4415-2-NOR-QBTU.A
NOR,1992,4.531208727094517,0.380069616473424,10.92204935805848,1,INTL.4415-1-NOR-QBTU.A,INTL.4415-2-NOR-QBTU.A
NOR,1993,4.830068430880014,0.389518495036095,11.400100360914655,1,INTL.4415-1-NOR-QBTU.A,INTL.4415-2-NOR-QBTU.A
NOR,1994,5.450591813948865,0.40060379057342,12.605941686540074,1,INTL.4415-1-NOR-QBTU.A,INTL.4415-2-NOR-QBTU.A
NOR,1995,5.871341306223699,0.41658753165632,13.0938959043726,1,INTL.4415-1-NOR-QBTU.A,INTL.4415-2-NOR-QBTU.A
NOR,1996,6.562626168983487,0.441058950311958,13.87924950699172,1,INTL.4415-1-NOR-QBTU.A,INTL.4415-2-NOR-QBTU.A
NOR,1997,6.629132430421294,0.442209390444035,13.990935456537443,1,INTL.4415-1-NOR-QBTU.A,INTL.4415-2-NOR-QBTU.A
NOR,1998,6.345371490803917,0.445574093479235,13.24088963803195,1,INTL.4415-1-NOR-QBTU.A,INTL.4415-2-NOR-QBTU.A
NOR,1999,6.349027889945941,0.446899321436955,13.20684164283658,1,INTL.4415-1-NOR-QBTU.A,INTL.4415-2-NOR-QBTU.A
NOR,2000,6.793344228031091,0.420246064751952,15.16515845791638,1,INTL.4415-1-NOR-QBTU.A,INTL.4415-2-NOR-QBTU.A
NOR,2001,6.893034770852705,0.439137215704725,14.696767489384385,1,INTL.4415-1-NOR-QBTU.A,INTL.4415-2-NOR-QBTU.A
NOR,2002,6.7197797159825,0.43402452819184,14.482488383726412,1,INTL.4415-1-NOR-QBTU.A,INTL.4415-2-NOR-QBTU.A
NOR,2003,6.568426460454456,0.45829642589804,13.332266387597302,1,INTL.4415-1-NOR-QBTU.A,INTL.4415-2-NOR-QBTU.A
NOR,2004,6.432592463969407,0.434789183243136,13.794738949088057,1,INTL.4415-1-NOR-QBTU.A,INTL.4415-2-NOR-QBTU.A
NOR,2005,5.949770608159164,0.445221674258355,12.363614020072633,1,INTL.4415-1-NOR-QBTU.A,INTL.4415-2-NOR-QBTU.A
NOR,2006,5.5539521246424215,0.45699420793598,11.153222137599762,1,INTL.4415-1-NOR-QBTU.A,INTL.4415-2-NOR-QBTU.A
NOR,2007,5.099650954767,0.483673309564415,9.543585626752131,1,INTL.4415-1-NOR-QBTU.A,INTL.4415-2-NOR-QBTU.A
NOR,2008,4.925325024935113,0.45253478382045,9.88385954192045,1,INTL.4415-1-NOR-QBTU.A,INTL.4415-2-NOR-QBTU.A
NOR,2009,4.6788110376448735,0.453330619684955,9.320968481891743,1,INTL.4415-1-NOR-QBTU.A,INTL.4415-2-NOR-QBTU.A
NOR,2010,4.261262831166096,0.47130697866848,8.041374356910367,1,INTL.4415-1-NOR-QBTU.A,INTL.4415-2-NOR-QBTU.A
NOR,2011,4.055643348604417,0.46114366667832,7.79475018667775,1,INTL.4415-1-NOR-QBTU.A,INTL.4415-2-NOR-QBTU.A
NOR,2012,3.8016470919468683,0.460852204840554,7.249167633389462,1,INTL.4415-1-NOR-QBTU.A,INTL.4415-2-NOR-QBTU.A
NOR,2013,3.628739977021645,0.46882590230609,6.740058642605652,1,INTL.4415-1-NOR-QBTU.A,INTL.4415-2-NOR-QBTU.A
NOR,2014,3.7227363916239833,0.46219723906079,7.054432344054643,1,INTL.4415-1-NOR-QBTU.A,INTL.4415-2-NOR-QBTU.A
NOR,2015,3.8391574644762154,0.47343551394233,7.109145493770182,1,INTL.4415-1-NOR-QBTU.A,INTL.4415-2-NOR-QBTU.A
NOR,2016,3.9407012703096758,0.473013928110252,7.331047007544271,1,INTL.4415-1-NOR-QBTU.A,INTL.4415-2-NOR-QBTU.A
NOR,2017,3.8757874713534806,0.48768455810427,6.947324570659899,1,INTL.4415-1-NOR-QBTU.A,INTL.4415-2-NOR-QBTU.A
NOR,2018,3.643542243777396,0.500084562532185,6.285852267321091,1,INTL.4415-1-NOR-QBTU.A,INTL.4415-2-NOR-QBTU.A
NOR,2019,3.423179897465656,0.484841594722125,6.060408873185823,1,INTL.4415-1-NOR-QBTU.A,INTL.4415-2-NOR-QBTU.A
NOR,2020,3.9821790844655305,0.44999849672406,7.849316416511077,1,INTL.4415-1-NOR-QBTU.A,INTL.4415-2-NOR-QBTU.A
NOR,2021,4.037365967458756,0.459557181384705,7.785339737905199,1,INTL.4415-1-NOR-QBTU.A,INTL.4415-2-NOR-QBTU.A
NOR,2022,3.807605834360629,0.46311898141997,7.221657904597479,1,INTL.4415-1-NOR-QBTU.A,INTL.4415-2-NOR-QBTU.A
NOR,2023,4.045501568000548,0.48219058566342,7.389839387748644,1,INTL.4415-1-NOR-QBTU.A,INTL.4415-2-NOR-QBTU.A
NOR,2024,4.01714032251749,0.48470991007743,7.287720632482576,1,INTL.4415-1-NOR-QBTU.A,INTL.4415-2-NOR-QBTU.A
SGP,1980,0.0,0.44885125363624706,-1.0,0,INTL.4415-1-SGP-QBTU.A,INTL.4415-2-SGP-QBTU.A
SGP,1981,0.0,0.4742164613637908,-1.0,0,INTL.4415-1-SGP-QBTU.A,INTL.4415-2-SGP-QBTU.A
SGP,1982,0.0,0.4919441795436486,-1.0,0,INTL.4415-1-SGP-QBTU.A,INTL.4415-2-SGP-QBTU.A
SGP,1983,0.0,0.48751225000021825,-1.0,0,INTL.4415-1-SGP-QBTU.A,INTL.4415-2-SGP-QBTU.A
SGP,1984,0.0,0.5221784386364465,-1.0,0,INTL.4415-1-SGP-QBTU.A,INTL.4415-2-SGP-QBTU.A
SGP,1985,0.0,0.5030240034090736,-1.0,0,INTL.4415-1-SGP-QBTU.A,INTL.4415-2-SGP-QBTU.A
SGP,1986,0.0,0.5703893325,-1.0,0,INTL.4415-1-SGP-QBTU.A,INTL.4415-2-SGP-QBTU.A
SGP,1987,0.0,0.631441605,-1.0,0,INTL.4415-1-SGP-QBTU.A,INTL.4415-2-SGP-QBTU.A
SGP,1988,0.0,0.672706902,-1.0,0,INTL.4415-1-SGP-QBTU.A,INTL.4415-2-SGP-QBTU.A
SGP,1989,0.0,0.73045114,-1.0,0,INTL.4415-1-SGP-QBTU.A,INTL.4415-2-SGP-QBTU.A
SGP,1990,0.0,0.799982545,-1.0,0,INTL.4415-1-SGP-QBTU.A,INTL.4415-2-SGP-QBTU.A
SGP,1991,0.0,0.827187455,-1.0,0,INTL.4415-1-SGP-QBTU.A,INTL.4415-2-SGP-QBTU.A
SGP,1992,0.0,0.912292698,-1.0,0,INTL.4415-1-SGP-QBTU.A,INTL.4415-2-SGP-QBTU.A
SGP,1993,0.0,0.978936205,-1.0,0,INTL.4415-1-SGP-QBTU.A,INTL.4415-2-SGP-QBTU.A
SGP,1994,0.0,1.1280544,-1.0,0,INTL.4415-1-SGP-QBTU.A,INTL.4415-2-SGP-QBTU.A
SGP,1995,0.0,1.084196365,-1.0,0,INTL.4415-1-SGP-QBTU.A,INTL.4415-2-SGP-QBTU.A
SGP,1996,0.0,1.294145622,-1.0,0,INTL.4415-1-SGP-QBTU.A,INTL.4415-2-SGP-QBTU.A
SGP,1997,0.0,1.39271663,-1.0,0,INTL.4415-1-SGP-QBTU.A,INTL.4415-2-SGP-QBTU.A
SGP,1998,0.0,1.476540705,-1.0,0,INTL.4415-1-SGP-QBTU.A,INTL.4415-2-SGP-QBTU.A
SGP,1999,0.0,1.57225867,-1.0,0,INTL.4415-1-SGP-QBTU.A,INTL.4415-2-SGP-QBTU.A
SGP,2000,0.0,1.5933205843579028,-1.0,0,INTL.4415-1-SGP-QBTU.A,INTL.4415-2-SGP-QBTU.A
SGP,2001,0.0,1.6943870707920157,-1.0,0,INTL.4415-1-SGP-QBTU.A,INTL.4415-2-SGP-QBTU.A
SGP,2002,0.0,1.6740347660425903,-1.0,0,INTL.4415-1-SGP-QBTU.A,INTL.4415-2-SGP-QBTU.A
SGP,2003,0.0,1.7093079088427068,-1.0,0,INTL.4415-1-SGP-QBTU.A,INTL.4415-2-SGP-QBTU.A
SGP,2004,0.0,1.8136488082400615,-1.0,0,INTL.4415-1-SGP-QBTU.A,INTL.4415-2-SGP-QBTU.A
SGP,2005,0.0,1.8868710726788105,-1.0,0,INTL.4415-1-SGP-QBTU.A,INTL.4415-2-SGP-QBTU.A
SGP,2006,0.0,2.0625016425895786,-1.0,0,INTL.4415-1-SGP-QBTU.A,INTL.4415-2-SGP-QBTU.A
SGP,2007,0.0,2.187390135939781,-1.0,0,INTL.4415-1-SGP-QBTU.A,INTL.4415-2-SGP-QBTU.A
SGP,2008,0.0,2.246851282837415,-1.0,0,INTL.4415-1-SGP-QBTU.A,INTL.4415-2-SGP-QBTU.A
SGP,2009,0.0,2.288253952715694,-1.0,0,INTL.4415-1-SGP-QBTU.A,INTL.4415-2-SGP-QBTU.A
SGP,2010,0.0,2.6067678604769124,-1.0,0,INTL.4415-1-SGP-QBTU.A,INTL.4415-2-SGP-QBTU.A
SGP,2011,0.0,2.8128604798791774,-1.0,0,INTL.4415-1-SGP-QBTU.A,INTL.4415-2-SGP-QBTU.A
SGP,2012,0.0,2.788160332103119,-1.0,0,INTL.4415-1-SGP-QBTU.A,INTL.4415-2-SGP-QBTU.A
SGP,2013,0.0,2.7729917856812056,-1.0,0,INTL.4415-1-SGP-QBTU.A,INTL.4415-2-SGP-QBTU.A
SGP,2014,0.0,2.7422437020463892,-1.0,0,INTL.4415-1-SGP-QBTU.A,INTL.4415-2-SGP-QBTU.A
SGP,2015,0.0,2.814014,-1.0,0,INTL.4415-1-SGP-QBTU.A,INTL.4415-2-SGP-QBTU.A
SGP,2016,0.0,3.004565,-1.0,0,INTL.4415-1-SGP-QBTU.A,INTL.4415-2-SGP-QBTU.A
SGP,2017,0.0,3.15042377982,-1.0,0,INTL.4415-1-SGP-QBTU.A,INTL.4415-2-SGP-QBTU.A
SGP,2018,0.0,3.1518724,-1.0,0,INTL.4415-1-SGP-QBTU.A,INTL.4415-2-SGP-QBTU.A
SGP,2019,0.0,3.09891045,-1.0,0,INTL.4415-1-SGP-QBTU.A,INTL.4415-2-SGP-QBTU.A
SGP,2020,0.0,2.92589862,-1.0,0,INTL.4415-1-SGP-QBTU.A,INTL.4415-2-SGP-QBTU.A
SGP,2021,0.0,2.91048022,-1.0,0,INTL.4415-1-SGP-QBTU.A,INTL.4415-2-SGP-QBTU.A
SGP,2022,0.0,2.9095507757793153,-1.0,0,INTL.4415-1-SGP-QBTU.A,INTL.4415-2-SGP-QBTU.A
SGP,2023,0.0,3.15422342,-1.0,0,INTL.4415-1-SGP-QBTU.A,INTL.4415-2-SGP-QBTU.A
SGP,2024,0.0,3.232404299,-1.0,0,INTL.4415-1-SGP-QBTU.A,INTL.4415-2-SGP-QBTU.A
USA,1980,20.473757967,34.158965138,-0.40063295582031394,0,INTL.4415-1-USA-QBTU.A,INTL.4415-2-USA-QBTU.A
USA,1981,20.412303121,31.890665863,-0.35992860077962047,0,INTL.4415-1-USA-QBTU.A,INTL.4415-2-USA-QBTU.A
USA,1982,20.458149338,30.198363759,-0.32254113165641735,0,INTL.4415-1-USA-QBTU.A,INTL.4415-2-USA-QBTU.A
USA,1983,20.528111329,30.032291719,-0.316465372637119,0,INTL.4415-1-USA-QBTU.A,INTL.4415-2-USA-QBTU.A
USA,1984,21.082043165,31.035536117,-0.3207127762986469,0,INTL.4415-1-USA-QBTU.A,INTL.4415-2-USA-QBTU.A
USA,1985,21.196174616,30.918849461,-0.31445784738089483,0,INTL.4415-1-USA-QBTU.A,INTL.4415-2-USA-QBTU.A
USA,1986,20.4887396,32.2105668,-0.36391247855967573,0,INTL.4415-1-USA-QBTU.A,INTL.4415-2-USA-QBTU.A
USA,1987,19.853719522,32.886966681,-0.3963043258267349,0,INTL.4415-1-USA-QBTU.A,INTL.4415-2-USA-QBTU.A
USA,1988,19.509620491,34.243286226,-0.4302643629983482,0,INTL.4415-1-USA-QBTU.A,INTL.4415-2-USA-QBTU.A
USA,1989,18.240249847,34.235454038,-0.46721168567666593,0,INTL.4415-1-USA-QBTU.A,INTL.4415-2-USA-QBTU.A
USA,1990,17.709483519,33.563363508,-0.47235671076950164,0,INTL.4415-1-USA-QBTU.A,INTL.4415-2-USA-QBTU.A
USA,1991,17.965987247,32.862616797,-0.4533001629791058,0,INTL.4415-1-USA-QBTU.A,INTL.4415-2-USA-QBTU.A
USA,1992,17.545447913,33.55124763,-0.47705527655813135,0,INTL.4415-1-USA-QBTU.A,INTL.4415-2-USA-QBTU.A
USA,1993,16.86057939,33.68525793,-0.49946711332781524,0,INTL.4415-1-USA-QBTU.A,INTL.4415-2-USA-QBTU.A
USA,1994,16.451948662,34.562795501,-0.523998321793039,0,INTL.4415-1-USA-QBTU.A,INTL.4415-2-USA-QBTU.A
USA,1995,16.284600272,34.458440187,-0.5274133076359149,0,INTL.4415-1-USA-QBTU.A,INTL.4415-2-USA-QBTU.A
USA,1996,16.20324206,35.673079944,-0.5457851667017249,0,INTL.4415-1-USA-QBTU.A,INTL.4415-2-USA-QBTU.A
USA,1997,16.102818276,36.171674983,-0.5548224326474233,0,INTL.4415-1-USA-QBTU.A,INTL.4415-2-USA-QBTU.A
USA,1998,15.607424388,36.83754386,-0.5763174535382827,0,INTL.4415-1-USA-QBTU.A,INTL.4415-2-USA-QBTU.A
USA,1999,14.92401016,37.854558377,-0.605753948801377,0,INTL.4415-1-USA-QBTU.A,INTL.4415-2-USA-QBTU.A
USA,2000,14.90956652,38.291877775,-0.6106337065106231,0,INTL.4415-1-USA-QBTU.A,INTL.4415-2-USA-QBTU.A
USA,2001,14.772098514,38.232692653,-0.6136265198982558,0,INTL.4415-1-USA-QBTU.A,INTL.4415-2-USA-QBTU.A
USA,2002,14.662418785,38.295428778,-0.6171235248468276,0,INTL.4415-1-USA-QBTU.A,INTL.4415-2-USA-QBTU.A
USA,2003,14.255627525,38.948532283,-0.6339880686281417,0,INTL.4415-1-USA-QBTU.A,INTL.4415-2-USA-QBTU.A
USA,2004,13.95766714,40.444106636,-0.6548899629402115,0,INTL.4415-1-USA-QBTU.A,INTL.4415-2-USA-QBTU.A
USA,2005,13.254097616,40.572561186,-0.6733236150599862,0,INTL.4415-1-USA-QBTU.A,INTL.4415-2-USA-QBTU.A
USA,2006,13.065491311,40.228924947,-0.6752214649480874,0,INTL.4415-1-USA-QBTU.A,INTL.4415-2-USA-QBTU.A
USA,2007,13.09016213,39.997046624,-0.6727217823591675,0,INTL.4415-1-USA-QBTU.A,INTL.4415-2-USA-QBTU.A
USA,2008,12.97260073,37.629816605,-0.6552574022304354,0,INTL.4415-1-USA-QBTU.A,INTL.4415-2-USA-QBTU.A
USA,2009,13.848377711,35.75674743,-0.6127058889203895,0,INTL.4415-1-USA-QBTU.A,INTL.4415-2-USA-QBTU.A
USA,2010,14.315300531,36.444217857,-0.6071996774036846,0,INTL.4415-1-USA-QBTU.A,INTL.4415-2-USA-QBTU.A
USA,2011,14.902369958,35.845414344,-0.584260072572032,0,INTL.4415-1-USA-QBTU.A,INTL.4415-2-USA-QBTU.A
USA,2012,17.010786171,35.039689673,-0.5145280586172616,0,INTL.4415-1-USA-QBTU.A,INTL.4415-2-USA-QBTU.A
USA,2013,19.319145507,35.700419105,-0.4588538176490407,0,INTL.4415-1-USA-QBTU.A,INTL.4415-2-USA-QBTU.A
USA,2014,22.595413546,35.977828212,-0.3719628263035745,0,INTL.4415-1-USA-QBTU.A,INTL.4415-2-USA-QBTU.A
USA,2015,24.160881003,36.740258367,-0.34238674204040886,0,INTL.4415-1-USA-QBTU.A,INTL.4415-2-USA-QBTU.A
USA,2016,23.203751933,37.194180808,-0.3761456381367817,0,INTL.4415-1-USA-QBTU.A,INTL.4415-2-USA-QBTU.A
USA,2017,24.54180061,37.522870556,-0.3459508761896762,0,INTL.4415-1-USA-QBTU.A,INTL.4415-2-USA-QBTU.A
USA,2018,28.538574938,38.354616819,-0.25592856076031395,0,INTL.4415-1-USA-QBTU.A,INTL.4415-2-USA-QBTU.A
USA,2019,31.963585014,38.329385876,-0.16608147290943054,0,INTL.4415-1-USA-QBTU.A,INTL.4415-2-USA-QBTU.A
USA,2020,30.416810424,33.644493247,-0.09593495135456687,0,INTL.4415-1-USA-QBTU.A,INTL.4415-2-USA-QBTU.A
USA,2021,30.590471596,36.641232008,-0.16513528831887858,0,INTL.4415-1-USA-QBTU.A,INTL.4415-2-USA-QBTU.A
USA,2022,32.64657219,36.716509968,-0.11084762090806345,0,INTL.4415-1-USA-QBTU.A,INTL.4415-2-USA-QBTU.A
USA,2023,35.356627571,36.898626784,-0.04179015175894422,0,INTL.4415-1-USA-QBTU.A,INTL.4415-2-USA-QBTU.A
USA,2024,36.77735206,37.041438611,-0.007129489590654667,0,INTL.4415-1-USA-QBTU.A,INTL.4415-2-USA-QBTU.A
ZAF,1980,0.0,0.6479613416333204,-1.0,0,INTL.4415-1-ZAF-QBTU.A,INTL.4415-2-ZAF-QBTU.A
ZAF,1981,0.0,0.6710444537426613,-1.0,0,INTL.4415-1-ZAF-QBTU.A,INTL.4415-2-ZAF-QBTU.A
ZAF,1982,0.0,0.722822575169503,-1.0,0,INTL.4415-1-ZAF-QBTU.A,INTL.4415-2-ZAF-QBTU.A
ZAF,1983,0.0,0.7000402017439249,-1.0,0,INTL.4415-1-ZAF-QBTU.A,INTL.4415-2-ZAF-QBTU.A
ZAF,1984,0.0,0.7476477018846293,-1.0,0,INTL.4415-1-ZAF-QBTU.A,INTL.4415-2-ZAF-QBTU.A
ZAF,1985,0.0,0.72489370002672,-1.0,0,INTL.4415-1-ZAF-QBTU.A,INTL.4415-2-ZAF-QBTU.A
ZAF,1986,0.0,0.725307925,-1.0,0,INTL.4415-1-ZAF-QBTU.A,INTL.4415-2-ZAF-QBTU.A
ZAF,1987,0.0,0.719027735,-1.0,0,INTL.4415-1-ZAF-QBTU.A,INTL.4415-2-ZAF-QBTU.A
