market,year,oil_rents_pct_gdp,indicator_code,indicator_name
NOR,2022,,NY.GDP.PETR.RT.ZS,Oil rents (% of GDP)
NOR,2023,,NY.GDP.PETR.RT.ZS,Oil rents (% of GDP)
NOR,2024,,NY.GDP.PETR.RT.ZS,Oil rents (% of GDP)
NOR,2025,,NY.GDP.PETR.RT.ZS,Oil rents (% of GDP)
SGP,1960,,NY.GDP.PETR.RT.ZS,Oil rents (% of GDP)
SGP,1961,,NY.GDP.PETR.RT.ZS,Oil rents (% of GDP)
SGP,1962,,NY.GDP.PETR.RT.ZS,Oil rents (% of GDP)
SGP,1963,,NY.GDP.PETR.RT.ZS,Oil rents (% of GDP)
SGP,1964,,NY.GDP.PETR.RT.ZS,Oil rents (% of GDP)
SGP,1965,,NY.GDP.PETR.RT.ZS,Oil rents (% of GDP)
SGP,1966,,NY.GDP.PETR.RT.ZS,Oil rents (% of GDP)
SGP,1967,,NY.GDP.PETR.RT.ZS,Oil rents (% of GDP)
SGP,1968,,NY.GDP.PETR.RT.ZS,Oil rents (% of GDP)
SGP,1969,,NY.GDP.PETR.RT.ZS,Oil rents (% of GDP)
SGP,1970,,NY.GDP.PETR.RT.ZS,Oil rents (% of GDP)
SGP,1971,0.0,NY.GDP.PETR.RT.ZS,Oil rents (% of GDP)
SGP,1972,0.0,NY.GDP.PETR.RT.ZS,Oil rents (% of GDP)
SGP,1973,0.0,NY.GDP.PETR.RT.ZS,Oil rents (% of GDP)
SGP,1974,0.0,NY.GDP.PETR.RT.ZS,Oil rents (% of GDP)
SGP,1975,0.0,NY.GDP.PETR.RT.ZS,Oil rents (% of GDP)
SGP,1976,0.0,NY.GDP.PETR.RT.ZS,Oil rents (% of GDP)
SGP,1977,0.0,NY.GDP.PETR.RT.ZS,Oil rents (% of GDP)
SGP,1978,0.0,NY.GDP.PETR.RT.ZS,Oil rents (% of GDP)
SGP,1979,0.0,NY.GDP.PETR.RT.ZS,Oil rents (% of GDP)
SGP,1980,0.0,NY.GDP.PETR.RT.ZS,Oil rents (% of GDP)
SGP,1981,0.0,NY.GDP.PETR.RT.ZS,Oil rents (% of GDP)
SGP,1982,0.0,NY.GDP.PETR.RT.ZS,Oil rents (% of GDP)
SGP,1983,0.0,NY.GDP.PETR.RT.ZS,Oil rents (% of GDP)
SGP,1984,0.0,NY.GDP.PETR.RT.ZS,Oil rents (% of GDP)
SGP,1985,0.0,NY.GDP.PETR.RT.ZS,Oil rents (% of GDP)
SGP,1986,0.0,NY.GDP.PETR.RT.ZS,Oil rents (% of GDP)
SGP,1987,0.0,NY.GDP.PETR.RT.ZS,Oil rents (% of GDP)
SGP,1988,0.0,NY.GDP.PETR.RT.ZS,Oil rents (% of GDP)
SGP,1989,0.0,NY.GDP.PETR.RT.ZS,Oil rents (% of GDP)
SGP,1990,0.0,NY.GDP.PETR.RT.ZS,Oil rents (% of GDP)
SGP,1991,0.0,NY.GDP.PETR.RT.ZS,Oil rents (% of GDP)
SGP,1992,0.0,NY.GDP.PETR.RT.ZS,Oil rents (% of GDP)
SGP,1993,0.0,NY.GDP.PETR.RT.ZS,Oil rents (% of GDP)
SGP,1994,0.0,NY.GDP.PETR.RT.ZS,Oil rents (% of GDP)
SGP,1995,0.0,NY.GDP.PETR.RT.ZS,Oil rents (% of GDP)
SGP,1996,0.0,NY.GDP.PETR.RT.ZS,Oil rents (% of GDP)
SGP,1997,0.0,NY.GDP.PETR.RT.ZS,Oil rents (% of GDP)
SGP,1998,0.0,NY.GDP.PETR.RT.ZS,Oil rents (% of GDP)
SGP,1999,0.0,NY.GDP.PETR.RT.ZS,Oil rents (% of GDP)
SGP,2000,0.0,NY.GDP.PETR.RT.ZS,Oil rents (% of GDP)
SGP,2001,0.0,NY.GDP.PETR.RT.ZS,Oil rents (% of GDP)
SGP,2002,0.0,NY.GDP.PETR.RT.ZS,Oil rents (% of GDP)
SGP,2003,0.0,NY.GDP.PETR.RT.ZS,Oil rents (% of GDP)
SGP,2004,0.0,NY.GDP.PETR.RT.ZS,Oil rents (% of GDP)
SGP,2005,0.000219094740218199,NY.GDP.PETR.RT.ZS,Oil rents (% of GDP)
SGP,2006,0.00333182989614928,NY.GDP.PETR.RT.ZS,Oil rents (% of GDP)
SGP,2007,0.00646001510314827,NY.GDP.PETR.RT.ZS,Oil rents (% of GDP)
SGP,2008,0.0247658429846694,NY.GDP.PETR.RT.ZS,Oil rents (% of GDP)
SGP,2009,0.0062081095239493,NY.GDP.PETR.RT.ZS,Oil rents (% of GDP)
SGP,2010,0.0380589445820771,NY.GDP.PETR.RT.ZS,Oil rents (% of GDP)
SGP,2011,0.153787333426844,NY.GDP.PETR.RT.ZS,Oil rents (% of GDP)
SGP,2012,0.142898804490871,NY.GDP.PETR.RT.ZS,Oil rents (% of GDP)
SGP,2013,0.11912189370539,NY.GDP.PETR.RT.ZS,Oil rents (% of GDP)
SGP,2014,0.104388992582944,NY.GDP.PETR.RT.ZS,Oil rents (% of GDP)
SGP,2015,0.0340084198311141,NY.GDP.PETR.RT.ZS,Oil rents (% of GDP)
SGP,2016,0.0289302386437418,NY.GDP.PETR.RT.ZS,Oil rents (% of GDP)
SGP,2017,0.0,NY.GDP.PETR.RT.ZS,Oil rents (% of GDP)
SGP,2018,0.0,NY.GDP.PETR.RT.ZS,Oil rents (% of GDP)
SGP,2019,0.0,NY.GDP.PETR.RT.ZS,Oil rents (% of GDP)
SGP,2020,0.0,NY.GDP.PETR.RT.ZS,Oil rents (% of GDP)
SGP,2021,0.0,NY.GDP.PETR.RT.ZS,Oil rents (% of GDP)
SGP,2022,,NY.GDP.PETR.RT.ZS,Oil rents (% of GDP)
SGP,2023,,NY.GDP.PETR.RT.ZS,Oil rents (% of GDP)
SGP,2024,,NY.GDP.PETR.RT.ZS,Oil rents (% of GDP)
SGP,2025,,NY.GDP.PETR.RT.ZS,Oil rents (% of GDP)
USA,1960,,NY.GDP.PETR.RT.ZS,Oil rents (% of GDP)
USA,1961,,NY.GDP.PETR.RT.ZS,Oil rents (% of GDP)
USA,1962,,NY.GDP.PETR.RT.ZS,Oil rents (% of GDP)
USA,1963,,NY.GDP.PETR.RT.ZS,Oil rents (% of GDP)
USA,1964,,NY.GDP.PETR.RT.ZS,Oil rents (% of GDP)
USA,1965,,NY.GDP.PETR.RT.ZS,Oil rents (% of GDP)
USA,1966,,NY.GDP.PETR.RT.ZS,Oil rents (% of GDP)
USA,1967,,NY.GDP.PETR.RT.ZS,Oil rents (% of GDP)
USA,1968,,NY.GDP.PETR.RT.ZS,Oil rents (% of GDP)
USA,1969,,NY.GDP.PETR.RT.ZS,Oil rents (% of GDP)
USA,1970,0.279989372342679,NY.GDP.PETR.RT.ZS,Oil rents (% of GDP)
USA,1971,0.333818779233431,NY.GDP.PETR.RT.ZS,Oil rents (% of GDP)
USA,1972,0.363638993962318,NY.GDP.PETR.RT.ZS,Oil rents (% of GDP)
USA,1973,0.349942007908993,NY.GDP.PETR.RT.ZS,Oil rents (% of GDP)
USA,1974,1.57098999295941,NY.GDP.PETR.RT.ZS,Oil rents (% of GDP)
USA,1975,1.46934176729797,NY.GDP.PETR.RT.ZS,Oil rents (% of GDP)
USA,1976,1.45988735231272,NY.GDP.PETR.RT.ZS,Oil rents (% of GDP)
USA,1977,1.48212564068025,NY.GDP.PETR.RT.ZS,Oil rents (% of GDP)
USA,1978,1.41341674463219,NY.GDP.PETR.RT.ZS,Oil rents (% of GDP)
USA,1979,2.51516039030815,NY.GDP.PETR.RT.ZS,Oil rents (% of GDP)
USA,1980,3.14542283209538,NY.GDP.PETR.RT.ZS,Oil rents (% of GDP)
USA,1981,2.11596334266715,NY.GDP.PETR.RT.ZS,Oil rents (% of GDP)
USA,1982,1.29086632276152,NY.GDP.PETR.RT.ZS,Oil rents (% of GDP)
USA,1983,1.54215958455701,NY.GDP.PETR.RT.ZS,Oil rents (% of GDP)
USA,1984,1.28028340415492,NY.GDP.PETR.RT.ZS,Oil rents (% of GDP)
USA,1985,1.20811027948043,NY.GDP.PETR.RT.ZS,Oil rents (% of GDP)
USA,1986,0.485560804966156,NY.GDP.PETR.RT.ZS,Oil rents (% of GDP)
USA,1987,0.690238832057989,NY.GDP.PETR.RT.ZS,Oil rents (% of GDP)
USA,1988,0.431203634958859,NY.GDP.PETR.RT.ZS,Oil rents (% of GDP)
USA,1989,0.539633871691538,NY.GDP.PETR.RT.ZS,Oil rents (% of GDP)
USA,1990,0.703237008212799,NY.GDP.PETR.RT.ZS,Oil rents (% of GDP)
USA,1991,0.477258781741128,NY.GDP.PETR.RT.ZS,Oil rents (% of GDP)
USA,1992,0.44187309463968,NY.GDP.PETR.RT.ZS,Oil rents (% of GDP)
USA,1993,0.348054380702048,NY.GDP.PETR.RT.ZS,Oil rents (% of GDP)
USA,1994,0.292003228041599,NY.GDP.PETR.RT.ZS,Oil rents (% of GDP)
USA,1995,0.295556544481324,NY.GDP.PETR.RT.ZS,Oil rents (% of GDP)
USA,1996,0.35131163624796,NY.GDP.PETR.RT.ZS,Oil rents (% of GDP)
USA,1997,0.203604050521625,NY.GDP.PETR.RT.ZS,Oil rents (% of GDP)
USA,1998,0.0755585072910338,NY.GDP.PETR.RT.ZS,Oil rents (% of GDP)
USA,1999,0.164264516670651,NY.GDP.PETR.RT.ZS,Oil rents (% of GDP)
USA,2000,0.307551276869583,NY.GDP.PETR.RT.ZS,Oil rents (% of GDP)
USA,2001,0.16943295765488,NY.GDP.PETR.RT.ZS,Oil rents (% of GDP)
USA,2002,0.172817088546724,NY.GDP.PETR.RT.ZS,Oil rents (% of GDP)
USA,2003,0.211788525599514,NY.GDP.PETR.RT.ZS,Oil rents (% of GDP)
USA,2004,0.283170634743015,NY.GDP.PETR.RT.ZS,Oil rents (% of GDP)
USA,2005,0.350823193456479,NY.GDP.PETR.RT.ZS,Oil rents (% of GDP)
USA,2006,0.349464272960025,NY.GDP.PETR.RT.ZS,Oil rents (% of GDP)
USA,2007,0.356897499234572,NY.GDP.PETR.RT.ZS,Oil rents (% of GDP)
USA,2008,0.521498895801413,NY.GDP.PETR.RT.ZS,Oil rents (% of GDP)
USA,2009,0.259640404387642,NY.GDP.PETR.RT.ZS,Oil rents (% of GDP)
USA,2010,0.293762700279441,NY.GDP.PETR.RT.ZS,Oil rents (% of GDP)
USA,2011,0.370845235110237,NY.GDP.PETR.RT.ZS,Oil rents (% of GDP)
USA,2012,0.205925846170308,NY.GDP.PETR.RT.ZS,Oil rents (% of GDP)
USA,2013,0.305650080049118,NY.GDP.PETR.RT.ZS,Oil rents (% of GDP)
USA,2014,0.292226566231044,NY.GDP.PETR.RT.ZS,Oil rents (% of GDP)
USA,2015,0.00752518064782254,NY.GDP.PETR.RT.ZS,Oil rents (% of GDP)
USA,2016,0.0922955001311894,NY.GDP.PETR.RT.ZS,Oil rents (% of GDP)
USA,2017,0.162525850896316,NY.GDP.PETR.RT.ZS,Oil rents (% of GDP)
USA,2018,0.319247607054063,NY.GDP.PETR.RT.ZS,Oil rents (% of GDP)
USA,2019,0.368544560120872,NY.GDP.PETR.RT.ZS,Oil rents (% of GDP)
USA,2020,0.187625106322478,NY.GDP.PETR.RT.ZS,Oil rents (% of GDP)
USA,2021,0.61148265568772,NY.GDP.PETR.RT.ZS,Oil rents (% of GDP)
USA,2022,,NY.GDP.PETR.RT.ZS,Oil rents (% of GDP)
USA,2023,,NY.GDP.PETR.RT.ZS,Oil rents (% of GDP)
USA,2024,,NY.GDP.PETR.RT.ZS,Oil rents (% of GDP)
USA,2025,,NY.GDP.PETR.RT.ZS,Oil rents (% of GDP)
ZAF,1960,,NY.GDP.PETR.RT.ZS,Oil rents (% of GDP)
ZAF,1961,,NY.GDP.PETR.RT.ZS,Oil rents (% of GDP)
ZAF,1962,,NY.GDP.PETR.RT.ZS,Oil rents (% of GDP)
ZAF,1963,,NY.GDP.PETR.RT.ZS,Oil rents (% of GDP)
ZAF,1964,,NY.GDP.PETR.RT.ZS,Oil rents (% of GDP)
ZAF,1965,,NY.GDP.PETR.RT.ZS,Oil rents (% of GDP)
ZAF,1966,,NY.GDP.PETR.RT.ZS,Oil rents (% of GDP)
ZAF,1967,,NY.GDP.PETR.RT.ZS,Oil rents (% of GDP)
ZAF,1968,,NY.GDP.PETR.RT.ZS,Oil rents (% of GDP)
ZAF,1969,,NY.GDP.PETR.RT.ZS,Oil rents (% of GDP)
ZAF,1970,,NY.GDP.PETR.RT.ZS,Oil rents (% of GDP)
ZAF,1971,0.0,NY.GDP.PETR.RT.ZS,Oil rents (% of GDP)
ZAF,1972,0.0,NY.GDP.PETR.RT.ZS,Oil rents (% of GDP)
ZAF,1973,0.0,NY.GDP.PETR.RT.ZS,Oil rents (% of GDP)
ZAF,1974,0.0,NY.GDP.PETR.RT.ZS,Oil rents (% of GDP)
ZAF,1975,0.0,NY.GDP.PETR.RT.ZS,Oil rents (% of GDP)
ZAF,1976,0.0,NY.GDP.PETR.RT.ZS,Oil rents (% of GDP)
ZAF,1977,0.0,NY.GDP.PETR.RT.ZS,Oil rents (% of GDP)
ZAF,1978,0.0,NY.GDP.PETR.RT.ZS,Oil rents (% of GDP)
ZAF,1979,0.0,NY.GDP.PETR.RT.ZS,Oil rents (% of GDP)
ZAF,1980,0.0,NY.GDP.PETR.RT.ZS,Oil rents (% of GDP)
ZAF,1981,0.0191819835947277,NY.GDP.PETR.RT.ZS,Oil rents (% of GDP)
ZAF,1982,0.0406483729247464,NY.GDP.PETR.RT.ZS,Oil rents (% of GDP)
ZAF,1983,0.207673321400094,NY.GDP.PETR.RT.ZS,Oil rents (% of GDP)
ZAF,1984,0.274576882639089,NY.GDP.PETR.RT.ZS,Oil rents (% of GDP)
ZAF,1985,0.429008955843183,NY.GDP.PETR.RT.ZS,Oil rents (% of GDP)
ZAF,1986,0.129578350833181,NY.GDP.PETR.RT.ZS,Oil rents (% of GDP)
ZAF,1987,0.229737194311881,NY.GDP.PETR.RT.ZS,Oil rents (% of GDP)
ZAF,1988,0.161666768811563,NY.GDP.PETR.RT.ZS,Oil rents (% of GDP)
ZAF,1989,0.319466235241048,NY.GDP.PETR.RT.ZS,Oil rents (% of GDP)
ZAF,1990,0.368890187963349,NY.GDP.PETR.RT.ZS,Oil rents (% of GDP)
ZAF,1991,0.186432808651612,NY.GDP.PETR.RT.ZS,Oil rents (% of GDP)
ZAF,1992,0.358925082360254,NY.GDP.PETR.RT.ZS,Oil rents (% of GDP)
ZAF,1993,0.490739115582505,NY.GDP.PETR.RT.ZS,Oil rents (% of GDP)
ZAF,1994,0.389976747660543,NY.GDP.PETR.RT.ZS,Oil rents (% of GDP)
ZAF,1995,0.411957330500316,NY.GDP.PETR.RT.ZS,Oil rents (% of GDP)
ZAF,1996,0.517240207134734,NY.GDP.PETR.RT.ZS,Oil rents (% of GDP)
ZAF,1997,0.464343725618029,NY.GDP.PETR.RT.ZS,Oil rents (% of GDP)
ZAF,1998,0.249196312082744,NY.GDP.PETR.RT.ZS,Oil rents (% of GDP)
ZAF,1999,0.379937820037954,NY.GDP.PETR.RT.ZS,Oil rents (% of GDP)
ZAF,2000,0.875739339218175,NY.GDP.PETR.RT.ZS,Oil rents (% of GDP)
ZAF,2001,0.745230225250187,NY.GDP.PETR.RT.ZS,Oil rents (% of GDP)
ZAF,2002,0.832634911746463,NY.GDP.PETR.RT.ZS,Oil rents (% of GDP)
ZAF,2003,0.536032181150966,NY.GDP.PETR.RT.ZS,Oil rents (% of GDP)
ZAF,2004,0.667895474741674,NY.GDP.PETR.RT.ZS,Oil rents (% of GDP)
ZAF,2005,0.868907024012435,NY.GDP.PETR.RT.ZS,Oil rents (% of GDP)
ZAF,2006,0.921713555012485,NY.GDP.PETR.RT.ZS,Oil rents (% of GDP)
ZAF,2007,0.95369683953937,NY.GDP.PETR.RT.ZS,Oil rents (% of GDP)
ZAF,2008,1.37926877732773,NY.GDP.PETR.RT.ZS,Oil rents (% of GDP)
ZAF,2009,0.593295688910259,NY.GDP.PETR.RT.ZS,Oil rents (% of GDP)
ZAF,2010,0.707879978156825,NY.GDP.PETR.RT.ZS,Oil rents (% of GDP)
ZAF,2011,0.964145883537292,NY.GDP.PETR.RT.ZS,Oil rents (% of GDP)
ZAF,2012,0.9800580532574,NY.GDP.PETR.RT.ZS,Oil rents (% of GDP)
ZAF,2013,0.949068014891185,NY.GDP.PETR.RT.ZS,Oil rents (% of GDP)
ZAF,2014,0.692856799731489,NY.GDP.PETR.RT.ZS,Oil rents (% of GDP)
ZAF,2015,0.194337594746037,NY.GDP.PETR.RT.ZS,Oil rents (% of GDP)
ZAF,2016,0.182131538345159,NY.GDP.PETR.RT.ZS,Oil rents (% of GDP)
ZAF,2017,0.291332796001722,NY.GDP.PETR.RT.ZS,Oil rents (% of GDP)
ZAF,2018,0.407106590566775,NY.GDP.PETR.RT.ZS,Oil rents (% of GDP)
ZAF,2019,0.372819688324446,NY.GDP.PETR.RT.ZS,Oil rents (% of GDP)
ZAF,2020,0.213036196999097,NY.GDP.PETR.RT.ZS,Oil rents (% of GDP)
ZAF,2021,0.395954206545834,NY.GDP.PETR.RT.ZS,Oil rents (% of GDP)
ZAF,2022,,NY.GDP.PETR.RT.ZS,Oil rents (% of GDP)
ZAF,2023,,NY.GDP.PETR.RT.ZS,Oil rents (% of GDP)
ZAF,2024,,NY.GDP.PETR.RT.ZS,Oil rents (% of GDP)
ZAF,2025,,NY.GDP.PETR.RT.ZS,Oil rents (% of GDP)
